CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment
16789,1485,1,80.8,5,2,1,521,Recent but Infrequent
16790,735,6,1545.62,5,5,4,554,Best Customers
16791,5861,7,1721.78,4,5,4,454,Best Customers
16792,36160,2,110.38,1,3,1,131,Others
16793,10520,1,243.84,3,2,1,321,Others
16794,2176,9,1122.05,5,5,4,554,Best Customers
16795,43518,1,414.88,1,2,2,122,Others
16796,15310,1,305.62,2,2,2,222,Others
16800,2420,1,1201.49,5,2,4,524,Recent but Infrequent
16801,23117,4,1619.73,2,4,4,244,At Risk
16803,11907,1,332.3,3,2,2,322,Others
16804,4710,3,536.99,4,4,3,443,Loyal Customers
16805,24320,2,460.59,2,3,2,232,Others
16806,16842,4,801.49,2,4,3,243,At Risk
16807,20897,3,1121.59,2,4,4,244,At Risk
16808,16362,2,288.42,2,3,2,232,Others
16809,4735,5,914.69,4,4,3,443,Loyal Customers
16810,26454,1,309.54,1,2,2,122,Others
16811,979,2,547.07,5,3,3,533,Loyal Customers
16812,42771,1,479.35,1,2,2,122,Others
16813,1514,10,1692.98,5,5,4,554,Best Customers
16814,2777,21,6509.1,5,5,5,555,Best Customers
16816,16849,4,417.06,2,4,2,242,At Risk
16817,530,9,1604.75,5,5,4,554,Best Customers
16818,2305,11,3349.57,5,5,5,555,Best Customers
16820,16045,1,497.61,2,2,3,223,Others
16823,30429,1,358.38,1,2,2,122,Others
16824,3117,2,460.64,4,3,2,432,Others
16825,7724,2,775.18,3,3,3,333,Loyal Customers
16826,9697,1,341.7,3,2,2,322,Others
16828,15717,2,128.5,2,3,1,231,Others
16829,22495,1,197.22,2,2,1,221,Others
16830,7758,1,325.91,3,2,2,322,Others
16832,25489,3,199.15,1,4,1,141,At Risk
16833,174,4,1106.53,5,4,4,544,Best Customers
16834,30585,1,413.46,1,2,2,122,Others
16835,19371,2,180.85,2,3,1,231,Others
16836,8162,2,251.87,3,3,2,332,Others
16837,6459,11,3170.98,4,5,5,455,Best Customers
16838,26778,2,588.85,1,3,3,133,Others
16839,1666,34,16594.35,5,5,5,555,Best Customers
16841,7405,6,1869.82,3,5,4,354,Loyal Customers
16842,16719,3,1264.19,2,4,4,244,At Risk
16843,8424,16,10196.57,3,5,5,355,Loyal Customers
16846,9512,1,214.32,3,2,1,321,Others
16847,8559,1,193.44,3,2,1,321,Others
16848,10035,1,281.42,3,2,2,322,Others
16849,25999,1,124.57,1,2,1,121,Others
16850,41020,1,332.41,1,2,2,122,Others
16851,936,3,342.45,5,4,2,542,Big Spenders (New)
16852,2150,2,144.91,5,3,1,531,Big Spenders (New)
16855,4911,2,328.4,4,3,2,432,Others
16856,2903,1,35.4,5,2,1,521,Recent but Infrequent
16858,44351,1,375.69,1,2,2,122,Others
16859,21221,2,747.81,2,3,3,233,Others
16861,11092,2,173.76,3,3,1,331,Others
16863,6448,2,502.8,4,3,3,433,Loyal Customers
16866,20658,3,207.74,2,4,1,241,At Risk
16869,4579,4,825.42,4,4,3,443,Loyal Customers
16871,4460,6,2812.34,4,5,5,455,Best Customers
16872,13456,3,680.02,2,4,3,243,At Risk
16873,972,6,7123.62,5,5,5,555,Best Customers
16875,12256,5,2095.53,3,4,5,345,Loyal Customers
16877,2642,6,853.72,5,5,3,553,Loyal Customers
16878,14429,1,13.3,2,2,1,221,Others
16880,6365,7,1519.08,4,5,4,454,Best Customers
16881,12167,1,432.0,3,2,2,322,Others
16882,12164,3,705.12,3,4,3,343,Loyal Customers
16883,26046,2,276.73,1,3,2,132,Others
16884,7576,2,429.84,3,3,2,332,Others
16885,3072,3,471.51,4,4,2,442,Others
16887,7057,1,194.88,3,2,1,321,Others
16889,26609,3,1578.67,1,4,4,144,At Risk
16891,334,5,809.7,5,4,3,543,Loyal Customers
16892,192,5,525.54,5,4,3,543,Loyal Customers
16893,43823,1,145.93,1,2,1,121,Others
16895,11764,1,219.14,3,2,1,321,Others
16897,37774,2,289.78,1,3,2,132,Others
16898,5521,3,508.81,4,4,3,443,Loyal Customers
16899,1394,6,1281.56,5,5,4,554,Best Customers
16900,3461,3,887.11,4,4,3,443,Loyal Customers
16902,18236,1,1706.88,2,2,4,224,Others
16903,5906,1,373.24,4,2,2,422,Recent but Infrequent
16904,943,16,3754.27,5,5,5,555,Best Customers
16905,1073,7,3102.43,5,5,5,555,Best Customers
16906,14299,4,579.77,2,4,3,243,At Risk
16907,5869,5,981.65,4,4,4,444,Best Customers
16909,12858,1,379.14,3,2,2,322,Others
16910,947,8,1510.06,5,5,4,554,Best Customers
16912,5734,11,2575.38,4,5,5,455,Best Customers
16913,36933,1,113.44,1,2,1,121,Others
16914,7295,1,208.46,3,2,1,321,Others
16915,1722,6,621.68,5,5,3,553,Loyal Customers
16916,4901,2,576.26,4,3,3,433,Loyal Customers
16917,35669,1,391.52,1,2,2,122,Others
16918,9373,6,1068.82,3,5,4,354,Loyal Customers
16919,22449,11,2596.45,2,5,5,255,At Risk
16921,11341,1,169.79,3,2,1,321,Others
16923,2651,19,7247.61,5,5,5,555,Best Customers
16924,4287,3,846.75,4,4,3,443,Loyal Customers
16926,44615,1,230.25,1,2,1,121,Others
16927,18176,3,543.05,2,4,3,243,At Risk
16928,14073,17,2847.6,2,5,5,255,At Risk
16929,854,7,1295.39,5,5,4,554,Best Customers
16930,5514,3,380.55,4,4,2,442,Others
16931,1085,21,4604.22,5,5,5,555,Best Customers
16932,10126,1,161.94,3,2,1,321,Others
16933,206,2,563.23,5,3,3,533,Loyal Customers
16934,10310,2,950.93,3,3,4,334,Loyal Customers
16936,5411,1,262.68,4,2,2,422,Recent but Infrequent
16938,1647,4,2736.38,5,4,5,545,Best Customers
16940,9916,3,3049.88,3,4,5,345,Loyal Customers
16942,2656,9,1920.59,5,5,4,554,Best Customers
16943,28640,3,816.73,1,4,3,143,At Risk
16945,4405,19,4345.5,4,5,5,455,Best Customers
16947,31239,1,406.48,1,2,2,122,Others
16948,20540,3,435.02,2,4,2,242,At Risk
16949,809,6,1286.27,5,5,4,554,Best Customers
16950,10467,3,1178.56,3,4,4,344,Loyal Customers
16951,19985,3,1277.75,2,4,4,244,At Risk
16952,17540,2,167.61,2,3,1,231,Others
16953,6154,1,20.8,4,2,1,421,Recent but Infrequent
16954,98,9,2085.08,5,5,5,555,Best Customers
16955,25643,4,518.67,1,4,3,143,At Risk
16956,3775,1,308.74,4,2,2,422,Recent but Infrequent
16957,31451,2,416.64,1,3,2,132,Others
16959,14993,1,117.35,2,2,1,221,Others
16960,7757,3,507.05,3,4,3,343,Loyal Customers
16961,18240,1,234.17,2,2,1,221,Others
16963,26032,1,110.55,1,2,1,121,Others
16965,30319,1,201.19,1,2,1,121,Others
16966,1520,7,2154.97,5,5,5,555,Best Customers
16967,26095,1,319.02,1,2,2,122,Others
16968,905,2,439.43,5,3,2,532,Big Spenders (New)
16969,8042,3,650.41,3,4,3,343,Loyal Customers
16971,7682,1,357.21,3,2,2,322,Others
16976,34713,1,251.52,1,2,2,122,Others
16978,13533,1,344.33,2,2,2,222,Others
16979,704,6,1852.0,5,5,4,554,Best Customers
16980,33385,2,1078.96,1,3,4,134,Others
16982,11239,1,384.06,3,2,2,322,Others
16983,2663,7,1931.25,5,5,4,554,Best Customers
16984,15179,2,4481.35,2,3,5,235,Others
16985,3558,10,5464.12,4,5,5,455,Best Customers
16986,6005,2,1873.2,4,3,4,434,Loyal Customers
16987,589,7,1625.05,5,5,4,554,Best Customers
16988,1052,1,126.12,5,2,1,521,Recent but Infrequent
16989,1219,6,1133.25,5,5,4,554,Best Customers
16990,29710,1,179.0,1,2,1,121,Others
16992,2229,5,1614.31,5,4,4,544,Best Customers
16996,6104,6,1456.96,4,5,4,454,Best Customers
16997,36662,3,702.0,1,4,3,143,At Risk
16998,21759,4,295.0,2,4,2,242,At Risk
16999,4801,2,484.82,4,3,2,432,Others
17001,101,11,3989.57,5,5,5,555,Best Customers
17002,14727,3,1493.73,2,4,4,244,At Risk
17004,9078,2,1412.94,3,3,4,334,Loyal Customers
17006,965,4,781.78,5,4,3,543,Loyal Customers
17007,9600,6,889.93,3,5,3,353,Loyal Customers
17010,3832,1,195.36,4,2,1,421,Recent but Infrequent
17011,6267,1,270.9,4,2,2,422,Recent but Infrequent
17014,1512,3,586.33,5,4,3,543,Loyal Customers
17015,5832,3,1842.56,4,4,4,444,Best Customers
17017,574,20,8694.26,5,5,5,555,Best Customers
17018,8250,2,920.1,3,3,3,333,Loyal Customers
17019,2446,4,1272.61,5,4,4,544,Best Customers
17022,6421,1,71.0,4,2,1,421,Recent but Infrequent
17024,8908,3,95.85,3,4,1,341,Others
17025,11336,3,357.77,3,4,2,342,Others
17026,25724,2,154.83,1,3,1,131,Others
17027,13779,6,890.29,2,5,3,253,At Risk
17029,17685,2,716.0,2,3,3,233,Others
17030,11588,1,146.87,3,2,1,321,Others
17031,2548,2,380.35,5,3,2,532,Big Spenders (New)
17033,14847,3,1030.14,2,4,4,244,At Risk
17034,3286,3,745.52,4,4,3,443,Loyal Customers
17035,32227,2,433.53,1,3,2,132,Others
17037,15016,1,1267.32,2,2,4,224,Others
17038,6258,1,112.4,4,2,1,421,Recent but Infrequent
17040,20492,1,449.73,2,2,2,222,Others
17041,5651,3,1081.57,4,4,4,444,Best Customers
17042,18674,4,922.82,2,4,3,243,At Risk
17043,6680,4,1735.18,4,4,4,444,Best Customers
17044,5312,1,948.48,4,2,4,424,Recent but Infrequent
17045,17859,3,339.44,2,4,2,242,At Risk
17046,22560,1,642.02,2,2,3,223,Others
17047,14716,3,1100.9,2,4,4,244,At Risk
17048,18383,3,925.35,2,4,3,243,At Risk
17049,553,9,5659.98,5,5,5,555,Best Customers
17050,16150,6,3228.84,2,5,5,255,At Risk
17051,26594,1,247.14,1,2,1,121,Others
17052,5692,1,413.75,4,2,2,422,Recent but Infrequent
17053,19677,1,498.48,2,2,3,223,Others
17054,5713,5,1356.33,4,4,4,444,Best Customers
17058,14388,3,1179.89,2,4,4,244,At Risk
17059,5985,5,3095.04,4,4,5,445,Best Customers
17060,34591,1,234.24,1,2,1,121,Others
17061,13164,11,5232.23,2,5,5,255,At Risk
17062,38988,4,538.37,1,4,3,143,At Risk
17063,4222,7,1461.14,4,5,4,454,Best Customers
17064,10874,3,859.35,3,4,3,343,Loyal Customers
17068,2648,21,4552.14,5,5,5,555,Best Customers
17069,5663,9,2709.7,4,5,5,455,Best Customers
17070,18002,1,312.14,2,2,2,222,Others
17071,5673,9,2429.03,4,5,5,455,Best Customers
17073,3694,4,1446.09,4,4,4,444,Best Customers
17075,3668,4,834.12,4,4,3,443,Loyal Customers
17076,7272,3,841.08,3,4,3,343,Loyal Customers
17078,7267,2,378.2,3,3,2,332,Others
17079,13699,1,118.8,2,2,1,221,Others
17080,4559,2,287.62,4,3,2,432,Others
17081,5370,2,290.16,4,3,2,432,Others
17082,6854,2,2003.85,4,3,4,434,Loyal Customers
17083,17509,3,1405.78,2,4,4,244,At Risk
17084,7042,2,2949.75,3,3,5,335,Loyal Customers
17085,18879,5,1566.65,2,4,4,244,At Risk
17086,1289,6,2050.08,5,5,4,554,Best Customers
17088,5694,4,1991.01,4,4,4,444,Best Customers
17090,929,7,2043.95,5,5,4,554,Best Customers
17091,560,9,3827.76,5,5,5,555,Best Customers
17092,9466,4,1777.78,3,4,4,344,Loyal Customers
17094,39795,1,302.0,1,2,2,122,Others
17095,4571,3,1324.16,4,4,4,444,Best Customers
17096,3043,4,1022.13,4,4,4,444,Best Customers
17097,2084,7,810.27,5,5,3,553,Loyal Customers
17100,3795,2,971.74,4,3,4,434,Loyal Customers
17101,2138,4,1621.73,5,4,4,544,Best Customers
17102,34172,1,25.5,1,2,1,121,Others
17105,22816,2,665.78,2,3,3,233,Others
17107,6879,6,10815.43,3,5,5,355,Loyal Customers
17109,5885,6,885.04,4,5,3,453,Loyal Customers
17110,23388,1,163.3,2,2,1,221,Others
17111,9273,1,248.61,3,2,1,321,Others
17114,1153,8,808.62,5,5,3,553,Loyal Customers
17115,1499,3,837.5,5,4,3,543,Loyal Customers
17117,36682,1,116.2,1,2,1,121,Others
17118,39373,1,157.02,1,2,1,121,Others
17119,625,2,606.91,5,3,3,533,Loyal Customers
17120,30785,1,307.46,1,2,2,122,Others
17122,18405,1,138.32,2,2,1,221,Others
17123,22916,1,345.3,2,2,2,222,Others
17124,25731,1,298.89,1,2,2,122,Others
17125,9495,1,259.35,3,2,2,322,Others
17126,22043,5,1004.75,2,4,4,244,At Risk
17128,41070,1,157.09,1,2,1,121,Others
17131,1087,5,2463.17,5,4,5,545,Best Customers
17133,3136,7,4892.24,4,5,5,455,Best Customers
17134,17217,2,425.0,2,3,2,232,Others
17135,3269,7,1139.73,4,5,4,454,Best Customers
17138,35495,1,380.5,1,2,2,122,Others
17139,3233,12,10668.47,4,5,5,455,Best Customers
17140,32466,1,465.32,1,2,2,122,Others
17142,31402,1,579.0,1,2,3,123,Others
17144,14494,1,595.89,2,2,3,223,Others
17146,16951,3,749.78,2,4,3,243,At Risk
17147,4567,4,1714.59,4,4,4,444,Best Customers
17148,9853,1,124.88,3,2,1,321,Others
17152,26603,3,1689.5,1,4,4,144,At Risk
17153,5019,1,213.78,4,2,1,421,Recent but Infrequent
17154,13406,1,329.34,2,2,2,222,Others
17155,3583,2,251.7,4,3,2,432,Others
17157,1448,2,319.0,5,3,2,532,Big Spenders (New)
17158,6686,3,1266.97,4,4,4,444,Best Customers
17159,4416,3,1538.88,4,4,4,444,Best Customers
17160,6496,6,3518.03,4,5,5,455,Best Customers
17162,5759,10,1715.46,4,5,4,454,Best Customers
17163,4451,2,293.1,4,3,2,432,Others
17164,6835,7,2467.35,4,5,5,455,Best Customers
17165,36373,1,158.68,1,2,1,121,Others
17166,7830,2,206.34,3,3,1,331,Others
17169,10700,2,835.78,3,3,3,333,Loyal Customers
17171,36772,1,224.91,1,2,1,121,Others
17172,13886,1,317.76,2,2,2,222,Others
17173,1070,8,3766.6,5,5,5,555,Best Customers
17174,29460,1,59.9,1,2,1,121,Others
17175,8683,4,1443.69,3,4,4,344,Loyal Customers
17176,27495,1,306.13,1,2,2,122,Others
17179,24778,3,711.79,2,4,3,243,At Risk
17180,10343,4,796.03,3,4,3,343,Loyal Customers
17181,10523,2,239.92,3,3,1,331,Others
17183,1440,6,3347.31,5,5,5,555,Best Customers
17186,9255,2,144.0,3,3,1,331,Others
17187,30316,1,203.95,1,2,1,121,Others
17188,2429,7,2474.23,5,5,5,555,Best Customers
17189,17033,2,384.4,2,3,2,232,Others
17190,10854,2,444.74,3,3,2,332,Others
17191,5669,7,2095.13,4,5,5,455,Best Customers
17193,7105,7,1699.3,3,5,4,354,Loyal Customers
17194,35213,2,262.62,1,3,2,132,Others
17197,6080,1,1013.01,4,2,4,424,Recent but Infrequent
17198,4935,3,692.22,4,4,3,443,Loyal Customers
17201,10215,1,342.63,3,2,2,322,Others
17203,7109,6,3563.85,3,5,5,355,Loyal Customers
17204,24350,4,1564.56,2,4,4,244,At Risk
17205,10160,1,384.08,3,2,2,322,Others
17206,10148,1,204.24,3,2,1,321,Others
17211,5633,8,2317.22,4,5,5,455,Best Customers
17212,33040,1,226.85,1,2,1,121,Others
17213,8197,7,2781.23,3,5,5,355,Loyal Customers
17214,11173,6,1069.12,3,5,4,354,Loyal Customers
17217,30932,1,113.5,1,2,1,121,Others
17218,926,10,1960.72,5,5,4,554,Best Customers
17219,6570,1,114.23,4,2,1,421,Recent but Infrequent
17220,5017,14,3198.25,4,5,5,455,Best Customers
17221,1297,2,335.13,5,3,2,532,Big Spenders (New)
17222,11914,1,354.15,3,2,2,322,Others
17223,38551,2,426.79,1,3,2,132,Others
17226,38397,1,393.49,1,2,2,122,Others
17227,3907,6,939.32,4,5,4,454,Best Customers
17228,3230,8,1906.09,4,5,4,454,Best Customers
17229,16149,2,318.76,2,3,2,232,Others
17230,34497,8,3638.41,1,5,5,155,At Risk
17231,2610,10,3174.32,5,5,5,555,Best Customers
17232,2793,1,208.04,5,2,1,521,Recent but Infrequent
17233,7058,1,190.88,3,2,1,321,Others
17234,25262,1,149.89,1,2,1,121,Others
17235,5236,2,550.06,4,3,3,433,Loyal Customers
17236,2665,6,916.13,5,5,3,553,Loyal Customers
17237,2408,2,314.69,5,3,2,532,Big Spenders (New)
17238,492,17,3744.65,5,5,5,555,Best Customers
17239,38964,1,382.5,1,2,2,122,Others
17242,17405,2,1135.04,2,3,4,234,Others
17243,189,26,8676.85,5,5,5,555,Best Customers
17244,10082,1,954.9,3,2,4,324,Others
17245,27822,1,171.45,1,2,1,121,Others
17247,2967,1,282.19,4,2,2,422,Recent but Infrequent
17248,18565,1,318.65,2,2,2,222,Others
17250,710,2,384.52,5,3,2,532,Big Spenders (New)
17251,43218,1,283.28,1,2,2,122,Others
17252,18351,2,353.86,2,3,2,232,Others
17253,3857,1,178.26,4,2,1,421,Recent but Infrequent
17254,948,2,272.44,5,3,2,532,Big Spenders (New)
17255,8241,2,298.41,3,3,2,332,Others
17256,17261,2,240.0,2,3,1,231,Others
17259,21540,2,603.37,2,3,3,233,Others
17262,9924,5,1253.36,3,4,4,344,Loyal Customers
17263,28390,1,63.44,1,2,1,121,Others
17265,20561,2,562.9,2,3,3,233,Others
17266,629,2,289.23,5,3,2,532,Big Spenders (New)
17267,19159,2,317.62,2,3,2,232,Others
17268,17362,4,763.64,2,4,3,243,At Risk
17272,8278,4,2148.63,3,4,5,345,Loyal Customers
17274,7085,1,111.98,3,2,1,321,Others
17277,30462,2,1065.35,1,3,4,134,Others
17278,31755,1,246.04,1,2,1,121,Others
17279,10603,1,187.83,3,2,1,321,Others
17282,19569,3,1703.41,2,4,4,244,At Risk
17284,11143,6,1652.58,3,5,4,354,Loyal Customers
17286,4291,1,153.92,4,2,1,421,Recent but Infrequent
17287,5610,7,1064.11,4,5,4,454,Best Customers
17288,1753,7,1419.73,5,5,4,554,Best Customers
17289,6546,3,944.41,4,4,4,444,Best Customers
17290,694,2,525.24,5,3,3,533,Loyal Customers
17291,38385,1,550.8,1,2,3,123,Others
17293,1496,9,1875.11,5,5,4,554,Best Customers
17295,5830,3,556.95,4,4,3,443,Loyal Customers
17297,3542,1,131.78,4,2,1,421,Recent but Infrequent
17298,16737,2,498.42,2,3,3,233,Others
17299,2466,4,669.11,5,4,3,543,Loyal Customers
17301,4268,1,197.63,4,2,1,421,Recent but Infrequent
17302,2897,5,1135.63,5,4,4,544,Best Customers
17303,42952,1,250.04,1,2,2,122,Others
17306,2185,19,8631.31,5,5,5,555,Best Customers
17309,15973,1,82.75,2,2,1,221,Others
17311,13722,2,1384.85,2,3,4,234,Others
17312,20552,3,644.3,2,4,3,243,At Risk
17313,6441,1,2328.84,4,2,5,425,Recent but Infrequent
17314,5202,8,2527.92,4,5,5,455,Best Customers
17315,242,38,6292.26,5,5,5,555,Best Customers
17317,9032,3,2600.34,3,4,5,345,Loyal Customers
17320,16637,3,1200.62,2,4,4,244,At Risk
17321,1519,2,700.86,5,3,3,533,Loyal Customers
17323,2917,7,921.07,5,5,3,553,Loyal Customers
17324,3747,4,990.23,4,4,4,444,Best Customers
17325,35939,1,96.8,1,2,1,121,Others
17329,2761,2,523.11,5,3,3,533,Loyal Customers
17330,4685,2,363.9,4,3,2,432,Others
17331,18978,1,175.2,2,2,1,221,Others
17333,14806,1,494.25,2,2,3,223,Others
17334,37965,2,307.02,1,3,2,132,Others
17337,21905,4,2027.87,2,4,4,244,At Risk
17338,3546,8,6643.93,4,5,5,455,Best Customers
17339,15830,2,243.36,2,3,1,231,Others
17340,6071,11,12353.29,4,5,5,455,Best Customers
17341,22461,3,781.36,2,4,3,243,At Risk
17343,42109,1,193.64,1,2,1,121,Others
17344,9126,1,160.57,3,2,1,321,Others
17345,3039,4,537.74,4,4,3,443,Loyal Customers
17346,708,15,2676.56,5,5,5,555,Best Customers
17347,14860,1,228.96,2,2,1,221,Others
17348,2868,5,1159.52,5,4,4,544,Best Customers
17349,24991,1,110.75,2,2,1,221,Others
17350,1477,4,1286.07,5,4,4,544,Best Customers
17351,7271,3,587.15,3,4,3,343,Loyal Customers
17353,19464,2,1740.0,2,3,4,234,Others
17354,9642,1,1393.06,3,2,4,324,Others
17356,38791,1,178.22,1,2,1,121,Others
17357,4975,2,388.14,4,3,2,432,Others
17358,38040,2,365.85,1,3,2,132,Others
17359,2414,1,127.86,5,2,1,521,Recent but Infrequent
17360,3568,3,585.79,4,4,3,443,Loyal Customers
17361,9344,3,488.2,3,4,2,342,Others
17362,31435,2,312.23,1,3,2,132,Others
17364,108,11,4481.18,5,5,5,555,Best Customers
17365,2662,8,4801.56,5,5,5,555,Best Customers
17367,31299,1,168.4,1,2,1,121,Others
17368,4746,8,1912.67,4,5,4,454,Best Customers
17370,13002,4,446.18,2,4,2,242,At Risk
17371,3559,3,423.89,4,4,2,442,Others
17372,8251,8,1342.68,3,5,4,354,Loyal Customers
17373,8189,4,646.92,3,4,3,343,Loyal Customers
17374,29707,2,495.77,1,3,3,133,Others
17375,27078,3,400.1,1,4,2,142,At Risk
17376,12481,2,203.2,3,3,1,331,Others
17377,4926,20,4100.92,4,5,5,455,Best Customers
17379,2426,1,404.66,5,2,2,522,Recent but Infrequent
17381,1561,29,20275.61,5,5,5,555,Best Customers
17382,11927,1,65.4,3,2,1,321,Others
17383,856,1,199.29,5,2,1,521,Recent but Infrequent
17384,4015,2,336.4,4,3,2,432,Others
17385,2884,1,261.11,5,2,2,522,Recent but Infrequent
17386,1420,6,2686.42,5,5,5,555,Best Customers
17387,4176,2,784.11,4,3,3,433,Loyal Customers
17388,13610,4,1259.56,2,4,4,244,At Risk
17389,102,34,31833.68,5,5,5,555,Best Customers
17391,23200,2,508.8,2,3,3,233,Others
17392,38313,2,457.91,1,3,2,132,Others
17394,29751,1,203.87,1,2,1,121,Others
17396,8010,8,7330.8,3,5,5,355,Loyal Customers
17397,4535,2,696.41,4,3,3,433,Loyal Customers
17398,18081,3,653.38,2,4,3,243,At Risk
17400,19047,5,2129.96,2,4,5,245,At Risk
17402,1033,13,2633.85,5,5,5,555,Best Customers
17403,7297,1,281.62,3,2,2,322,Others
17404,883,15,31906.82,5,5,5,555,Best Customers
17405,12998,2,883.01,2,3,3,233,Others
17406,40934,3,2200.42,1,4,5,145,At Risk
17408,23147,1,32.65,2,2,1,221,Others
17409,25642,2,771.85,1,3,3,133,Others
17410,3281,5,1214.72,4,4,4,444,Best Customers
17411,2639,3,778.94,5,4,3,543,Loyal Customers
17412,491,7,1258.06,5,5,4,554,Best Customers
17414,8582,2,778.0,3,3,3,333,Loyal Customers
17415,13964,1,507.84,2,2,3,223,Others
17416,5975,7,6893.42,4,5,5,455,Best Customers
17418,8317,2,463.46,3,3,2,332,Others
17419,2431,12,4226.57,5,5,5,555,Best Customers
17420,9493,3,598.83,3,4,3,343,Loyal Customers
17422,3324,6,1979.37,4,5,4,454,Best Customers
17423,9113,2,698.41,3,3,3,333,Loyal Customers
17425,4034,2,759.17,4,3,3,433,Loyal Customers
17426,1457,6,5037.26,5,5,5,555,Best Customers
17427,12768,1,100.8,3,2,1,321,Others
17428,99,28,17256.85,5,5,5,555,Best Customers
17429,19376,3,524.92,2,4,3,243,At Risk
17430,6833,2,265.76,4,3,2,432,Others
17431,38974,1,403.3,1,2,2,122,Others
17432,3783,2,365.76,4,3,2,432,Others
17433,15160,1,303.16,2,2,2,222,Others
17434,1755,6,2052.48,5,5,4,554,Best Customers
17436,229,2,216.3,5,3,1,531,Big Spenders (New)
17438,33179,1,388.45,1,2,2,122,Others
17440,22476,3,186.42,2,4,1,241,At Risk
17442,7497,6,2248.56,3,5,5,355,Loyal Customers
17443,29851,1,534.24,1,2,3,123,Others
17444,21400,3,2940.04,2,4,5,245,At Risk
17446,24610,2,120.9,2,3,1,231,Others
17447,8204,2,541.53,3,3,3,333,Loyal Customers
17449,8835,6,2095.17,3,5,5,355,Loyal Customers
17450,1524,46,194550.79,5,5,5,555,Best Customers
17451,169,7,1721.4,5,5,4,554,Best Customers
17453,3762,2,486.72,4,3,2,432,Others
17454,26484,4,517.53,1,4,3,143,At Risk
17455,27579,1,131.7,1,2,1,121,Others
17456,43479,1,249.86,1,2,1,121,Others
17457,19066,5,1737.7,2,4,4,244,At Risk
17458,3081,1,316.5,4,2,2,422,Recent but Infrequent
17459,8561,2,657.3,3,3,3,333,Loyal Customers
17460,15809,6,622.43,2,5,3,253,At Risk
17461,4672,3,757.46,4,4,3,443,Loyal Customers
17462,11160,2,675.69,3,3,3,333,Loyal Customers
17463,3315,5,1896.41,4,4,4,444,Best Customers
17464,22715,1,289.96,2,2,2,222,Others
17466,2154,2,763.28,5,3,3,533,Loyal Customers
17468,2093,2,137.0,5,3,1,531,Big Spenders (New)
17469,3327,5,1870.97,4,4,4,444,Best Customers
17470,8727,5,1125.07,3,4,4,344,Loyal Customers
17472,26338,3,710.29,1,4,3,143,At Risk
17475,13928,1,194.37,2,2,1,221,Others
17480,13574,1,511.82,2,2,3,223,Others
17481,696,4,1255.59,5,4,4,544,Best Customers
17483,11926,3,414.04,3,4,2,342,Others
17486,34073,1,396.87,1,2,2,122,Others
17489,10892,2,376.64,3,3,2,332,Others
17490,105,6,2051.92,5,5,4,554,Best Customers
17491,151,10,3558.87,5,5,5,555,Best Customers
17492,32569,1,374.57,1,2,2,122,Others
17495,1374,2,497.56,5,3,3,533,Loyal Customers
17496,42508,1,271.05,1,2,2,122,Others
17498,13427,1,272.22,2,2,2,222,Others
17499,36895,1,622.88,1,2,3,123,Others
17500,3545,3,1138.0,4,4,4,444,Best Customers
17501,30037,2,288.6,1,3,2,132,Others
17502,1911,4,689.1,5,4,3,543,Loyal Customers
17503,577,2,558.96,5,3,3,533,Loyal Customers
17504,28086,9,2997.03,1,5,5,155,At Risk
17505,22883,2,1145.84,2,3,4,234,Others
17506,13436,1,302.2,2,2,2,222,Others
17507,34097,2,605.58,1,3,3,133,Others
17508,36008,1,387.31,1,2,2,122,Others
17509,10699,8,6115.14,3,5,5,355,Loyal Customers
17510,5199,1,308.48,4,2,2,422,Recent but Infrequent
17511,567,31,91062.38,5,5,5,555,Best Customers
17512,5737,10,2924.99,4,5,5,455,Best Customers
17513,12859,1,513.2,2,2,3,223,Others
17514,19324,1,208.65,2,2,1,221,Others
17515,6497,4,639.02,4,4,3,443,Loyal Customers
17516,2925,5,768.08,5,4,3,543,Loyal Customers
17517,38398,1,153.94,1,2,1,121,Others
17519,3501,6,1844.02,4,5,4,454,Best Customers
